영문공항명,한글공항,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Can Tho International Airport,껀터 국제공항,VCA,VVCT,아시아태평양,Vietnam,베트남,CanTho
Venice Marco Polo Airport,베네치아 마르코 폴로 공항,VCE,LIPZ,유럽,Italy,이탈리아,Venice
Chu Lai International Airport,추라이 국제공항,VCL,VVCA,아시아태평양,Vietnam,베트남,Chu Lai
Viracopos/Campinas International Airport,비라코포스/캄피나스 국제공항,VCP,SBKP,중남미,Brazil,브라질,Sao Paulo
Con Dao Airport,꼰다오 공항,VCS,VVCS,아시아태평양,Vietnam,베트남,Con Dao Island
Victoria Regional Airport,빅토리아 공항,VCT,KVCT,북미캐나다,United States,미국,Victoria
Southern California Logistics Airport,서던 캘리포니아 로지스틱스 공항,VCV,KVCV,북미캐나다,United States,미국,Victorville
Fagernes Airport Leirin,레이린 공항,VDB,ENFG,유럽,Norway,노르웨이,Fagernes
Glauber Rocha Airport,글라우버 로샤 공항,VDC,SBQV,중남미,Brazil,브라질,Vitoria da Conquista
El Hierro Airport,엘 히에로 공항,VDE,GCHI,유럽,Spain,스페인,Valverde
Dong Hoi Airport,동호이 공항,VDH,VVDH,아시아태평양,Vietnam,베트남,DongHoi
Gobernador Edgardo Castello Airport,고베르나도르 에드가르도 카스텔로 공항,VDM,SAVV,중남미,Argentina,아르헨티나,Viedma
Van Don International Airport,반 돈 국제 공항,VDO,,아시아태평양,Vietnam,베트남,QuangNinh
Vadso Airport,바드쇠 공항,VDS,ENVD,유럽,Norway,노르웨이,Vadso
Vidyanagar Airport,비댜나가르 공항,VDY,VOJV,아시아태평양,India,인도,Vidyanagar
Valdez Airport,밸디즈 공항,VDZ,PAVD,북미캐나다,United States,미국,Valdez
Venetie Airport,베네티 공항,VEE,PAVE,북미캐나다,United States,미국,Venetie
Vernal Regional Airport,버널 공항,VEL,KVEL,북미캐나다,United States,미국,Vernal
General Heriberto Jara International Airport,헤네랄 헤리베르토 자라 국제공항,VER,MMVR,중남미,Mexico,멕시코,Veracruz
Vestmannaeyjar Airport,베스트만네이야 공항,VEY,BIVM,유럽,Iceland,아이슬란드,Vestmannaeyja
Victoria Falls Airport,빅토리아 폴스 공항,VFA,FVFA,중동아프리카,Zimbabwe,짐바브웨,Victoria Falls
NTR Amaravati International Airport,비쟈와와다 공항,VGA,VOBZ,아시아태평양,India,인도,Vijayawada
Vologda Airport,볼로그다 공항,VGD,ULWW,유럽,Russia,러시아,Vologda
Vigo Peinador Airport,비고 페이나도르 공항,VGO,LEVX,유럽,Spain,스페인,Vigo
Villa Garzon Airport,빌라 가르손 에어포트 ,VGZ,SKVG,중남미,Colombia,콜롬비아,Villagarzon
Henrique de Carvalho Airport,엔리크 데 카르발류 공항,VHC,FNSA,중동아프리카,Angola,앙골라,Saurimo
Vilhelmina Airport,빌헬미나 공항,VHM,ESNV,유럽,Sweden,스웨덴,Vilhelmina
Verkhnevilyuysk Airport,베르흐네빌류스크 공항,VHV,UENI,유럽,Russia,러시아,Verkhnevliyuy
Vahitahi Airport,바히타히 공항,VHZ,NTUV,아시아태평양,French Polynesia,프랑스령 폴리네시아,Vahitahi
Vienna International Airport,비엔나 국제 공항,VIE,LOWW,유럽,Austria,오스트리아,Vienna
Juan Pablo Perez Alfonzo Airport,후안 파블로 페레스 알폰조 공항,VIG,SVVG,중남미,Venezuela,베네수엘라,El VigIa
Vinh International Airport,빈 국제 공항,VII,VVVH,아시아태평양,Vietnam,베트남,Vinh
Virgin Gorda Airport,버진고르다 공항,VIJ,TUPW,아시아태평양,British Virgin Islands,영국령 버진아일랜드,Virgin Gorda
Dakhla Airport,다클라 공항,VIL,GMMH,중동아프리카,Western Sahara,서사하라,Dakhla
Havryshivka Vinnytsia International Airport,하브리시브카 빈니차 국제공항,VIN,UKWW,유럽,Ukraine,우크라이나,Vinnytsia
Virginia Airport,버지니아 공항,VIR,FAVG,중동아프리카,South Africa,남아프리카,Virginia
Visalia Municipal Airport,비살리아 공항,VIS,KVIS,북미캐나다,United States,미국,Visalia
Vitoria Airport,비토리아 공항,VIT,LEVT,유럽,Spain,스페인,Vitoria-Gasteiz
Eurico de Aguiar Salles Airport,에우리코 살레즈 공항,VIX,SBVT,중남미,Brazil,브라질,Vitoria
Xai Xai Airport,샤이샤이 공항,VJB,FQXA,중동아프리카,Mozambique,모잠비크,XaiXai
Virginia Highlands Airport,버지니아 하이랜드 공항,VJI,KVJI,북미캐나다,United States,미국,Abingdon
Rach Gia Airport,락쟈 공항,VKG,VVRG,아시아태평양,Vietnam,베트남,RachGia
Vnukovo International Airport,브누코보 국제공항,VKO,UUWW,유럽,Russia,러시아,Moscow
Vorkuta Airport,보르쿠타 공항,VKT,UUYW,유럽,Russia,러시아,Vorkuta
Valencia Airport,발렌시아 공항,VLC,LEVC,유럽,Spain,스페인,Valencia
Valdosta Regional Airport,발도스타 공항,VLD,KVLD,북미캐나다,United States,미국,Valdosta
Villa Gesell Airport,빌라 게셀 에어포트 ,VLG,SAZV,중남미,Argentina,아르헨티나,Villa Gesell
BauerFieldInternational Airport,바우어필드 국제 공항,VLI,NVVV,아시아태평양,Vanuatu,바누아투,Port Vila
Valladolid Airport,바야돌리드 공항,VLL,LEVD,유럽,Spain,스페인,Valladolid
Arturo Michelena International Airport,아르투로 미켈레나 국제 공항,VLN,SVVA,중남미,Venezuela,베네수엘라,Valencia
Vila Rica Municipal Airport,빌라리카 공항,VLP,SWVC,중남미,Brazil,브라질,Vila Rica
Valesdir Airport,발레스데르 공항,VLS,NVSV,아시아태평양,Vanuatu,바누아투,Valesdir
Dr. Antonio Nicolas Briceno Airport,닥터 안토니오 니콜라시 브리체뇨 공항,VLV,SVVL,중남미,Venezuela,베네수엘라,Valera
Anglesey Airport,앵글시 공항,VLY,EGOV,유럽,United Kingdom,영국,Anglesey
Villa Reynolds Airport,빌라 레이놀즈 에어포트 ,VME,SAOR,중남미,Argentina,아르헨티나,Villa Mercedes
Venice Municipal Airport,베니스 공항,VNC,KVNC,북미캐나다,United States,미국,Venice
Vilnius Airport,빌니우스 공항,VNO,EYVI,유럽,Lithuania,리투아니아,Vilnius
Lal Bahadur Shastri Airport,랄 바하두르 샤스트리 공항,VNS,VIBN,아시아태평양,India,인도,Varanasi
Vilankulo Airport,빌란쿨로 공항,VNX,FQVL,중동아프리카,Mozambique,모잠비크,Vilankulo
Van Nuys Airport,반 누이 공항,VNY,KVNY,북미캐나다,United States,미국,Los Angeles
Vodochody Airport,보도초디 공항,VOD,LKVO,유럽,Czechia,체코,Prague
Volgograd International Airport,볼고그라드 국제 공항,VOG,URWW,유럽,Russia,러시아,Volgograd
Nea Anchialos National Airport,네아 안키알로스 공항,VOL,LGBL,유럽,Greece,그리스,Volos
Voronezh International Airport,보로네시 국제공항,VOZ,UUOO,유럽,Russia,러시아,Voronezh
Ondjiva Pereira Airport,온지바 페레이라 공항,VPE,FNGI,중동아프리카,Angola,앙골라,Ondjiva
Vipingo Airport,비핑고 공항,VPG,,중동아프리카,Kenya,케냐,Vipingo
Vopnafjrour Airport,보프나피외르뒤르 공항,VPN,BIVO,유럽,Iceland,아이슬란드,Vopnafjordur
Destin Fort Walton Beach Airport,데스틴 포트 월튼 비치 공항,VPS,KVPS,북미캐나다,United States,미국,Destin-Fort Walton
Chimoio Airport,치모이오 공항,VPY,FQCH,중동아프리카,Mozambique,모잠비크,Chimoio
Cecil Airport,세실 공항,VQQ,KVQQ,북미캐나다,United States,미국,Jacksonville
Antonio Rivera RodrIguez Airport,안토니오 리베라 로드리게스 공항,VQS,TJVQ,중남미,Puerto Rico,푸에르토리코,Vieques
Juan Gualberto Gomez Airport,후안 구알베르토 고메즈 공항,VRA,MUVR,중남미,Cuba,쿠바,Varadero
Vero Beach Regional Airport,베로비치 공항,VRB,KVRB,북미캐나다,United States,미국,Vero Beach
Virac Airport,비락 공항,VRC,RPUV,아시아태평양,Philippines,필리핀,Virac
Varkaus Airport,바르카우스 공항,VRK,EFVR,유럽,Finland,핀란드,Varkaus
Vila Real Airport,빌라 레알 공항,VRL,LPVR,유럽,Portugal,포르투갈,Vila Real
Verona Villafranca Airport,베로나 빌라프랑카 공항,VRN,LIPX,유럽,Italy,이탈리아,Verona
Carlos Rovirosa Perez International Airport,카를로스 로비로사 페레스 국제 공항,VSA,MMVA,중남미,Mexico,멕시코,Villahermosa
Viseu Airport,비세우 공항,VSE,LPVZ,유럽,Portugal,포르투갈,Viseu
Luhansk International Airport,루한스크 국제공항,VSG,UKCW,유럽,Ukraine,우크라이나,Luhansk
Stockholm VAsteras Airport,스톡홀름 베스테로스 공항,VST,ESOW,유럽,Sweden,스웨덴,Vasteras
Vitebsk Vostochny Airport,비쳅스크 보스토크니 공항,VTB,UMII,유럽,Belarus,벨라루시,Vitebsk
Wattay International Airport,왓타이 국제 공항,VTE,VLVT,아시아태평양,Laos,라오스,Vientiane
Hermanos Ameijeiras Airport,에르마노스 아메이헤이라스 공항,VTU,MUVT,중남미,Cuba,쿠바,Las Tunas
Visakhapatnam Airport,비사카파트남 공항,VTZ,VOVZ,아시아태평양,India,인도,Visakhapatnam
Alfonso Lopez Pumarejo Airport,알폰소 로페스 푸마레호 공항,VUP,SKVP,중남미,Colombia,콜롬비아,Valledupar
Veliky Ustyug Airport,벨리키 우스티우그 공항,VUS,ULWU,유럽,Russia,러시아,Veliky Ustyug
Mvuu Camp Airport,음부우 캠프 공항,VUU,,중동아프리카,Malawi,말라위,MvuuCamp
La Vanguardia Airport,라 방과디아 공항,VVC,SKVV,중남미,Colombia,콜롬비아,Villavicencio
Viru Viru International Airport,비루비루 국제공항,VVI,SLVR,중남미,Bolivia,볼리비아,Santa Cruz de la Sierra
Vladivostok International Airport,블라디보스토크 국제 공항,VVO,UHWW,유럽,Russia,러시아,Vladivostok
Takhamalt Airport,타카말트 공항,VVZ,DAAP,중동아프리카,Algeria,알제리,Illizi
Lichinga Airport,리칭가 공항,VXC,FQLC,중동아프리카,Mozambique,모잠비크,Lichinga
Cesaria evora Airport,체사리아 에보라 공항,VXE,GVSV,중동아프리카,Cape Verde,카보베르데,Sao Vicente
VAxj/Kronoberg Airport,벡셰/크로노베르크 공항,VXO,ESMX,유럽,Sweden,스웨덴,VAxj
Vilyuysk Airport,빌류이스크 공항,VYI,UENW,유럽,Russia,러시아,Vilyuysk
Wales Airport,웨일스 공항,WAA,PAIW,북미캐나다,United States,미국,Wales
Wadi al Dawasir Domestic Airport,와디 알 다와시르 국내선 공항,WAE,OEWD,중동아프리카,Saudi Arabia,사우디아라비아,Wadi ad-Dawasir
Whanganui Airport,황가누이 공항,WAG,NZWU,아시아태평양,New Zealand,뉴질랜드,Whanganui
Ambalabe Airport,암발라베 공항,WAI,FMNW,중동아프리카,Madagascar,마다가스카르,Antsohihy
Ambatondrazaka Airport,암바톤드라자카 공항,WAM,FMMZ,중동아프리카,Madagascar,마다가스카르,Ambatondrazaka
Waterford Airport,워터퍼드 공항,WAT,EIWF,유럽,Ireland,아일랜드,Waterford
Warsaw Chopin Airport,바르샤바 쇼팽 공항,WAW,EPWA,유럽,Poland,폴란드,Warsaw
Stebbins Airport,스테빈스 공항,WBB,,북미캐나다,United States,미국,Stebbins
Wapenamanda Airport,와페나만다 공항,WBM,AYWD,아시아태평양,Papua New Guinea,파푸아뉴기니,Wapenamanda
Beaver Airport,비버 공항,WBQ,PAWB,북미캐나다,United States,미국,Beaver
Hosea Kutako International Airport,호세아 쿠타코 국제 공항,WDH,FYWH,중동아프리카,Namibia,나미비아,Windhoek
Shiyan Wudangshan Airport,스옌 우당산 공항,WDS,ZHSY,아시아태평양,China,중국,Shiyan
Weifang Airport,웨이팡 공항,WEF,ZSWF,아시아태평양,China,중국,Weifang
Weihai Dashuibo Airport,웨이하이 다수이보 공항,WEH,ZSWH,아시아태평양,China,중국,Weihai
Weipa Airport,웨이파 공항,WEI,YBWP,대양주,Australia,오스트레일리아,Weipa
Fianarantsoa Airport,피아나란초아 공항,WFI,FMSF,중동아프리카,Madagascar,마다가스카르,Fianarantsoa
Wagga Wagga Airport,와가와가 공항,WGA,YSWG,대양주,Australia,오스트레일리아,Wagga Wagga
Warangal Airport,와랑갈 공항,WGC,VOWA,아시아태평양,India,인도,Warangal
Shaoyang Wugang Airport,샤오양 우강 공항,WGN,,아시아태평양,China,중국,Shaoyang
Mau Hau Airport,마우하우 공항,WGP,WADW,아시아태평양,Indonesia,인도네시아,Waingapu
Wuhu Xuanzhou Airport,우후 쉬안저우 공항,WHA,ZSWA,아시아태평양,China,중국,Wuhu
Hyder Seaplane Base ,하이더 수상 비행기 기지,WHD,,북미캐나다,United States,미국,Hyder
Wadi Halfa Airport,와디 할파 공항,WHF,HSSW,중동아프리카,Sudan,수단,Wadi Halfa
Whakatane Airport,와카타네 공항,WHK,NZWK,아시아태평양,New Zealand,뉴질랜드,Whakatane
Wick Airport,윅 공항,WIC,EGPC,유럽,United Kingdom,영국,Wick
Wilson Airport,윌슨 공항,WIL,HKNW,중동아프리카,Kenya,케냐,Nairobi
Winton Airport,윈턴 공항,WIN,YWTN,대양주,Australia,오스트레일리아,Winton
Woja Airport,워자 공항,WJA,,아시아태평양,Marshall Islands,마샬 군도,Woja
Wajir Airport,와지르 공항,WJR,HKWJ,중동아프리카,Kenya,케냐,Wajir
Wonju Airport,원주공항,WJU,RKNW,아시아태평양,South Korea,대한민국,Wonju
Wanaka Airport,와나카 공항,WKA,NZWF,아시아태평양,New Zealand,뉴질랜드,Wanaka
Wakkanai Airport,왓카나이 공항,WKJ,RJCW,아시아태평양,Japan,일본,Wakkanai
Aleknagik Airport,알렉나직 공항,WKK,,북미캐나다,United States,미국,Aleknagik
Miles Airport,마일즈 공항,WLE,YMLS,대양주,Australia,오스트레일리아,Miles
Wellington International Airport,웰링턴 국제 공항,WLG,NZWN,아시아태평양,New Zealand,뉴질랜드,Wellington
Walaha Airport,왈라하 공항,WLH,NVSW,아시아태평양,Vanuatu,바누아투,Walaha
Selawik Airport,셀라윅 공항,WLK,PASK,북미캐나다,United States,미국,Selawik
West Angelas Airport,웨스트 앤젤러스 공항,WLP,,대양주,Australia,오스트레일리아,West Angelas
Hihifo Airport,히히포 공항,WLS,NLWW,아시아태평양,Wallis and Futuna,월리스푸투나,Wallis Island
Warrnambool Airport,워남불 공항,WMB,YWBL,대양주,Australia,오스트레일리아,Warrnambool
Mount Keith Airport,마운트 키스 공항,WME,YMNE,대양주,Australia,오스트레일리아,Mount Keith
Warsaw Modlin Airport,바르샤바 모들린 공항,WMI,EPMO,유럽,Poland,폴란드,Warsaw
Meyers Chuck Seaplane Base ,마이어스 척 수상 비행기 기지,WMK,,북미캐나다,United States,미국,Meyers Chuck
Maroantsetra Airport,마로안세트라 공항,WMN,FMNR,중동아프리카,Madagascar,마다가스카르,Maroantsetra
White Mountain Airport,화이트 마운틴 공항,WMO,PAWM,북미캐나다,United States,미국,White Mountain
Mananara Nord Airport,마나나라 노르드 공항,WMR,FMNC,중동아프리카,Madagascar,마다가스카르,Mananara Nord
Zunyi Maotai Airport,쭌이 마오타이 공항,WMT,,아시아태평양,China,중국,Maotai
Wamena Airport,와메나 공항,WMX,WAJW,아시아태평양,Indonesia,인도네시아,Wamena
Napakiak Airport,나파키악 공항,WNA,PANA,북미캐나다,United States,미국,Napakiak
Wenshan Puzhehei Airport,원산푸저헤이 공항,WNH,,아시아태평양,China,중국,Wenshan
Matahora Airport,마타호라 공항,WNI,,아시아태평양,Indonesia,인도네시아,Wangi-wangi Island
Wunnummin Lake Airport,운눔민 레이크 공항,WNN,CKL3,북미캐나다,Canada,캐나다,Wunnumin Lake
Naga Airport,나가 공항,WNP,RPUN,아시아태평양,Philippines,필리핀,Naga
Windorah Airport,윈도라 공항,WNR,YWDH,대양주,Australia,오스트레일리아,Windorah
Nawabshah Airport,나와브샤 공항,WNS,OPNH,중동아프리카,Pakistan,파키스탄,Nawabshah
Wenzhou Longwan International Airport,원저우 룽완 국제공항,WNZ,ZSWZ,아시아태평양,China,중국,Wenzhou
Shellharbour Airport,셸하버 공항,WOL,YSHL,대양주,Australia,오스트레일리아,Wollongong
Wang an Airport,왕안공항,WOT,RCWA,아시아태평양,Taiwan,대만,Wang'an
Wipim Airport,위핌 공항,WPM,AYXP,아시아태평양,Papua New Guinea,파푸아뉴기니,Wipim
Guardiamarina Zanartu Airport,과르디아마리나자나르투 공항,WPU,SCGZ,중남미,Chile,칠레,Puerto Williams
Robins Air Force Base,로빈스 공군기지,WRB,KWRB,북미캐나다,United States,미국,Warner Robins
Whangarei Airport,황가레이 공항,WRE,NZWR,아시아태평양,New Zealand,뉴질랜드,Whangarei
Wrangell Airport,랭겔 공항,WRG,PAWG,북미캐나다,United States,미국,Wrangell
McGuire Air Force Base,맥과이어 공군기지,WRI,KWRI,북미캐나다,United States,미국,Wrightstown
Worland Municipal Airport,월랜드 시립공항,WRL,KWRL,북미캐나다,United States,미국,Worland
Copernicus AirportWrocLaw,니콜라우스 코페르니쿠스 공항,WRO,EPWR,유럽,Poland,폴란드,WrocLaw
Westray Airport,웨스트레이 공항,WRY,EGEW,유럽,United Kingdom,영국,Westray
Weerawila Airport,위라윌라 공항,WRZ,VCCW,아시아태평양,Sri Lanka,스리랑카,Weerawila
Chongqing Wushan Airport,충칭 우산 공항,WSK,,아시아태평양,China,중국,Wushan
South Naknek Airport,사우스 나크넥 공항,WSN,PFWS,북미캐나다,United States,미국,South Naknek
Waspam Airport,와스팸 공항,WSP,MNWP,중남미,Nicaragua,니카라과,Waspam
Westerly State Airport,웨스털리 스테이트 공항,WST,KWST,북미캐나다,United States,미국,Westerly
Westport Airport,웨스트포트 공항,WSZ,NZWS,아시아태평양,New Zealand,뉴질랜드,Westport
Toowoomba Wellcamp Airport,투움바 웰캠프 공항,WTB,,대양주,Australia,오스트레일리아,Toowoomba
Wotje Airport,워체 공항,WTE,,아시아태평양,Marshall Islands,마샬 군도,Wotje Atoll
Noatak Airport,노아탁 공항,WTK,PAWN,북미캐나다,United States,미국,Noatak
Tuntutuliak Airport,툰투툴리악 공항,WTL,,북미캐나다,United States,미국,Tuntutuliak
Wotho Airport,워토 공항,WTO,,아시아태평양,Marshall Islands,마샬 군도,Wotho Atoll
Woitape Airport,워이타페 공항,WTP,AYWT,아시아태평양,Papua New Guinea,파푸아뉴기니,Woitape
Tsiroanomandidy Airport,치로아노만디디 공항,WTS,FMMX,중동아프리카,Madagascar,마다가스카르,Tsiroanomandidy
Wuhai Airport,우하이 공항,WUA,ZBUH,아시아태평양,China,중국,Wuhai
Wuhan Tianhe International Airport,우한 톈허 국제공항,WUH,ZHHH,아시아태평양,China,중국,Wuhan
Wiluna Airport,윌루나 공항,WUN,YWLU,대양주,Australia,오스트레일리아,Wiluna
Wuyishan Airport,우이산 공항,WUS,ZSWY,아시아태평양,China,중국,Wuyishan
